Pilot,Tail Number,Derived Origin,Start Latitude,Start Longitude,Derived Destination,End Latitude,End Longitude,Start Time,End Time,Total Duration,Total Distance,Initial Attitude Source,Device Model,Device Model Detailed,iOS Version,Battery Level,Battery State,GPS Source,Maximum Vertical Error,Minimum Vertical Error,Average Vertical Error,Maximum Horizontal Error,Minimum Horizontal Error,Average Horizontal Error,Imported From,Route Waypoints
"Matthew Pearon","N8222F","KJEF",38.591799626193165,-92.16368093432587,"KJEF",38.59247885221742,-92.163597407141,1624455070998,1624459454464,4383.4654545784,88.88637045771415,"None","iPhone","iPhone9,3","14.7",0.85,"iOS",15.834911346435547,4.5211076736450195,7.365909192484772,16.002416547361754,4.000604136840439,8.570960827203036,"iOS",""
Timestamp,Latitude,Longitude,Altitude,Course,Speed,Bank,Pitch,Horizontal Error,Vertical Error
1.6244550709988885E9,38.591799626193165,-92.16368093432587,542.3169298127035,-1.0,0.42306207566151727,,,6.000906205260658,6.687510967254639
1.6244550719988713E9,38.59179926911757,-92.16368479400475,542.0196157784472,-1.0,0.22976923359123574,,,6.000906205260658,6.971962928771973
1.6244550729988556E9,38.59179889696986,-92.163687174735,541.6045281557916,-1.0,0.39017631042011647,,,6.000906205260658,6.429039001464844
1.6244550739988406E9,38.59179697604525,-92.16368731809706,541.226632565091,-1.0,0.20522923699959897,,,6.000906205260658,6.540710926055908
1.6244550749988244E9,38.591795674305175,-92.16368770463276,540.9395492369572,-1.0,0.28175455734128013,,,6.000906205260658,6.060614109039307
1.624455075998809E9,38.59179620541391,-92.16368881601032,540.8975407728653,-1.0,0.23147792528339944,,,6.000906205260658,5.732175827026367
1.6244550769987926E9,38.59179600508085,-92.163688888645,541.3292518884182,-1.0,0.15607061685777485,,,6.000906205260658,5.6267991065979
1.6244550779987774E9,38.59179578237624,-92.16368827110438,541.748363611414,-1.0,0.09157278806896672,,,6.000906205260658,5.4301276206970215
1.6244550789987621E9,38.59179734687898,-92.16368834539315,542.4170949993043,-1.0,0.162971425057815,,,6.000906205260658,5.5363616943359375
1.624455079998746E9,38.591800047126576,-92.16368285562405,543.2403589432071,-1.0,0.10169689605201983,,,6.000906205260658,6.298588275909424
1.6244550809987302E9,38.59180303668863,-92.1636799235313,543.9516790063709,-1.0,0.0838070833248701,,,6.000906205260658,5.875351905822754
1.6244550819987144E9,38.59180721453954,-92.16367439485902,544.251502951292,-1.0,0.13681465891546243,,,6.000906205260658,5.584131717681885
1.6244550829986997E9,38.59181071076843,-92.16367282102676,544.538554378252,-1.0,0.1371868081744265,,,6.000906205260658,5.6637959480285645
1.624455083998684E9,38.5918129599635,-92.1636707084073,544.8179530762516,-1.0,0.3246483511638583,,,6.000906205260658,5.789576530456543
1.6244550849986684E9,38.59181587212733,-92.16366676596836,545.2476425628863,-1.0,0.3246483511638583,,,6.000906205260658,5.959759712219238
1.6244550859986525E9,38.591816556350075,-92.16367330647502,545.4897030820081,-1.0,0.2458361000533712,,,6.000906205260658,6.6391425132751465
1.6244550869986372E9,38.59181826800444,-92.163676555395,545.8862201090811,-1.0,0.14637777680099168,,,6.000906205260658,6.853214740753174
1.6244550879986224E9,38.5918201934347,-92.16367348843997,546.6609658563045,-1.0,0.014963703911236175,,,6.000906205260658,7.039275169372559
1.6244550889986072E9,38.59181335102566,-92.16367394160038,547.2472092150763,-1.0,0.13657470838142924,,,6.000906205260658,7.787610054016113
1.624455089998592E9,38.59181530604008,-92.16367530294093,547.4984935939823,-1.0,0.22817103095171198,,,6.000906205260658,6.990650653839111
1.6244550909985762E9,38.591817529617344,-92.16367426179976,547.6395102548867,-1.0,0.36763332850661234,,,6.000906205260658,6.444109916687012
1.6244550919985602E9,38.59182191085599,-92.16367212065963,547.5280311612737,-1.0,0.13539130675863922,,,6.000906205260658,5.930091381072998
1.624455092998545E9,38.59182605299183,-92.16367198251447,547.392129284637,-1.0,0.13331063960075193,,,6.000906205260658,5.7861409187316895
1.6244550939985297E9,38.59182599789124,-92.16367294376757,547.5509518779616,-1.0,0.4466216321697134,,,6.000906205260658,6.045051574707031
1.6244550949985151E9,38.59182753138381,-92.16366683697258,547.4765007974272,-1.0,0.08624543145445086,,,6.000906205260658,5.914367198944092
1.6244550959984994E9,38.59182961424514,-92.1636637329297,547.3163362557563,-1.0,0.3074784769354284,,,6.000906205260658,5.867857456207275
1.6244550969984841E9,38.591828113982544,-92.16365815744535,547.2421287633117,-1.0,0.19352069949133077,,,6.000906205260658,5.915773868560791
1.6244550979984686E9,38.591827086851694,-92.1636615510248,546.9827445088937,-1.0,0.08273128868348197,,,6.000906205260658,6.101674556732178
1.6244550989984536E9,38.59182613986302,-92.16366404932599,547.2285674500714,-1.0,0.46457858701877147,,,6.000906205260658,5.67316198348999
1.6244550999984384E9,38.591824538978045,-92.16366585504599,547.2378599245254,-1.0,0.19312429159254865,,,6.000906205260658,5.736323833465576
1.624455100998423E9,38.59182562305091,-92.16366152703634,547.2263173517437,-1.0,0.24102473556986295,,,6.000906205260658,5.441290378570557
1.6244551019984071E9,38.591826132391745,-92.16365915629075,547.5328759953755,-1.0,0.26561475564922005,,,6.000906205260658,5.3546624183654785
1.6244551029983926E9,38.591826832433604,-92.16366178687271,547.746827538184,-1.0,0.19196174515861714,,,6.000906205260658,5.227310657501221
1.6244551039983766E9,38.59183055891024,-92.16365498498368,547.8530490612153,-1.0,0.2769947660018866,,,6.000906205260658,5.105757713317871
1.624455104998361E9,38.59182936409219,-92.16365271225543,547.5103226087521,-1.0,0.2172161623135882,,,6.000906205260658,5.321608543395996
1.6244551059983468E9,38.59182562940446,-92.16365845163348,547.3751927601387,-1.0,0.1383146683741107,,,6.000906205260658,6.035274505615234
1.624455106998332E9,38.59182568281998,-92.16365705327436,547.1113106930371,-1.0,0.28185376431605846,,,6.000906205260658,5.6277008056640625
1.6244551079983163E9,38.591823157180855,-92.1636569060735,547.1299002607706,-1.0,0.2800355683996175,,,6.000906205260658,5.340110778808594
1.6244551089983E9,38.591822540868534,-92.16365749832177,547.0100176437705,-1.0,0.5029121041420358,,,6.000906205260658,5.531798839569092
1.6244551099982853E9,38.59182049446705,-92.16365846550858,546.622916296535,-1.0,0.24174991683133745,,,6.000906205260658,5.697567939758301
1.62445511099827E9,38.59181865848074,-92.1636543650809,546.3614705625683,-1.0,0.28555289550875634,,,6.000906205260658,5.5046305656433105
1.6244551119982543E9,38.59181629207647,-92.1636529292822,546.2199492676382,-1.0,0.25186576963546736,,,6.000906205260658,5.3586297035217285
1.62445511299824E9,38.59181421831365,-92.16364932562834,546.2940840357339,-1.0,0.27062046442390353,,,6.000906205260658,5.8470072746276855
1.6244551139982252E9,38.59181334528356,-92.16364579446262,546.2431471891233,-1.0,0.15929546629718214,,,6.000906205260658,5.602352142333984
1.6244551149982095E9,38.59181496002672,-92.1636446789786,545.8956257751181,-1.0,0.2690138617777562,,,6.000906205260658,5.440220355987549
1.6244551159981937E9,38.59181440516689,-92.16364667612389,545.5524099741247,-1.0,0.31813292947459937,,,6.000906205260658,5.347035884857178
1.624455116998178E9,38.591813625086004,-92.16364735128016,545.4525091133972,-1.0,0.3769511372331934,,,6.000906205260658,5.3217549324035645
1.624455117998164E9,38.59181313375746,-92.16364849264116,545.3022266983554,-1.0,0.16514737435979962,,,6.000906205260658,5.270238876342773
1.6244551189981484E9,38.59181152306149,-92.16365055319989,545.6084671643378,-1.0,0.2713289615342912,,,6.000906205260658,6.314706802368164
1.6244551199981327E9,38.591808648868955,-92.16365223626481,545.7674901411689,-1.0,0.2702643620741445,,,6.000906205260658,6.61356258392334
1.6244551209981174E9,38.591806298774216,-92.16365461770668,545.6524012967128,-1.0,0.15669307183135114,,,6.000906205260658,6.741828441619873
1.624455121998103E9,38.59180404157498,-92.1636571936459,545.5761361235052,-1.0,0.13578300775715813,,,8.001208273680877,7.641751289367676
1.624455122998088E9,38.59180081327221,-92.16365839689308,545.0360024507437,-1.0,0.27061791545637637,,,8.001208273680877,8.052943229675293
1.6244551239980721E9,38.59179882158974,-92.16366994280992,544.1282040192042,-1.0,0.26264129813217807,,,8.001208273680877,8.199308395385742
1.624455124998058E9,38.59179552939268,-92.16368610663449,543.4211683195889,-1.0,0.02483072190708614,,,8.001208273680877,7.7304558753967285
1.624455125998042E9,38.591797103556985,-92.16368945249967,543.1502693655486,-1.0,0.17417332630452187,,,8.001208273680877,8.151426315307617
1.624455126998027E9,38.59179682568398,-92.16368902141656,542.6292089244455,-1.0,0.48378615802637814,,,6.000906205260658,7.638993263244629
1.6244551279980116E9,38.591794772473165,-92.16368692929,541.9473092025071,-1.0,0.40531054442271547,,,6.000906205260658,6.899852275848389
1.6244551289979954E9,38.59179294467036,-92.16368751725537,541.5107303160613,-1.0,0.14342530481773855,,,6.000906205260658,6.408078670501709
1.624455129997981E9,38.591792822715966,-92.16368960730954,541.2195949436228,-1.0,0.4077076745887606,,,6.000906205260658,6.5784759521484375
1.624455130997966E9,38.59179178312719,-92.16369004032771,541.1317267739089,-1.0,0.43881541911781313,,,8.001208273680877,7.6055588722229
1.6244551319979496E9,38.591787601568385,-92.16369617195237,541.3034933098925,-1.0,0.42789045739982323,,,8.001208273680877,7.553681373596191
1.6244551329979348E9,38.59178399605529,-92.16370253759713,541.9148515675819,-1.0,0.44733690721648006,,,8.001208273680877,7.522205352783203
